0,FORMACIN Y SANCIN DE LEYES NACIONALES
0,FORMACIN Y SANCIN LEGISLATIVA
0,ASISTENCIA BIBLIOGRFICA
0,IMPRESIONES Y PUBLICACIONES PARLAMENTARIAS
0,ASISTENCIA SOCIAL INTEGRAL AL PERSONAL DEL CONGRESO DE LA NACIN
0,DEFENSA DE LOS DERECHOS DE LOS CIUDADANOS
0,REVISIN DE CUENTAS NACIONALES
0,PROTECCIN DE LOS DERECHOS DEL INTERNO PENITENCIARIO
0,MONITOREO E IMPLEMENTACIN DEL NUEVO CDIGO PROCESAL PENAL DE LA NACIN
0,FORTALECIMIENTO INSTITUCIONAL (BID N ATN/AA-16644-AR)
0,CONTROL PARLAMENTARIO DE SEGUIMIENTO DE TRMITE LEGISLATIVO
0,DEFENSA DEL PBLICO DE SERVICIOS DE COMUNICACIN AUDIOVISUAL
0,SEGUIMIENTO Y CONTROL DEL MINISTERIO PBLICO DE LA NACIN (LEY N 24.946.27.148 Y 27.149)
0,APOYO AL CONGRESO NACIONAL EN MATERIA FISCAL
0,SISTEMA NACIONAL DE PREVENCIN DE LA TORTURA Y OTROS TRATOS O PENAS CRUELES. INHUMANOS O
0,DEFENSA DE LOS DERECHOS DE LAS NIAS. NIOS Y ADOLESCENTES
0,SEGUIMIENTO Y CONTROL DE LA GESTIN DE CONTRATACIN Y PAGO DE LA DEUDA EXTERIOR DE LA NAC
0,CONTROL EXTERNO DEL SECTOR PBLICO NACIONAL
0,ACTIVIDADES CENTRALES
0,MANDAMIENTOS Y NOTIFICACIONES
0,PERICIAS JUDICIALES
0,BIBLIOTECA Y JURISPRUDENCIA
0,ARCHIVO GENERAL
0,ADMINISTRACIN GENERAL DE LA CORTE SUPREMA DE JUSTICIA DE LA NACIN
0,JUSTICIA DE MXIMA INSTANCIA
1,FUERO PENAL
2,FUERO CRIMINAL Y CORRECIONAL
4,FUERO DEL TRABAJO Y LA SEGURIDAD SOCIAL
6,CONTROL Y ASISTENCIA DE EJECUCIN PENAL
1,FUERO CRIMINAL Y CORRECCIONAL
2,FUERO CIVIL
3,FUERO COMERCIAL
4,FUERO DEL TRABAJO
6,JUSTICIA PENAL ORAL ORDINARIA
1,FUERO CRIMINAL Y CORRECCIONAL FEDERAL
2,FUERO CIVIL Y COMERCIAL FEDERAL
3,FUERO CONTENCIOSO ADMINISTRATIVO FEDERAL
4,FUERO FEDERAL DE LA SEGURIDAD SOCIAL
5,FUERO ELECTORAL
